Gene Symbol	6d-average	7d-average	8d-average
Zm00001d001916	0.737096789	0.315265909	0.258567259
Zm00001d001924	3.05274586	6.193481312	3.598738771
Zm00001d001941	1.129268242	1.06633295	0.458973706
Zm00001d001943	0.107928304	0.302971005	0.102938344
Zm00001d001960	0.536556476	1.627756269	0.192429663
Zm00001d001961	1.196907467	0.739828737	2.518513528
Zm00001d001971	3.665280347	0.770687525	1.109593963
Zm00001d001982	1.039632343	2.177228392	1.411789799
Zm00001d001984	2.398368878	10.44017932	4.791057815
Zm00001d001989	0.309277349	0.755045113	4.368793544
Zm00001d002000	0.301705036	0.32202627	1.479378448
Zm00001d002004	2.775307239	2.971526889	19.55502659
Zm00001d002011	20.22409127	3.407250258	2.04304365
Zm00001d002012	9.307915974	10.83899187	4.980585373
Zm00001d002026	1.107230624	1.18407283	4.442573954
Zm00001d002035	0.300195193	2.687767949	0.854711921
Zm00001d002063	74.30658758	70.12316874	20.66664178
Zm00001d000745	0.357944845	0.421428339	0.134268851
Zm00001d002066	0.827669512	1.649380806	4.142401496
Zm00001d002069	9.463828507	19.81246529	18.67145883
Zm00001d002075	0.596560655	1.097617774	6.542003557
Zm00001d002079	2.434297467	4.375024721	5.151988941
Zm00001d002080	33.20376794	44.8634937	71.05195921
Zm00001d002083	0.934765984	1.297413166	0.633488015
Zm00001d002089	26.88654046	54.9109262	132.5068106
Zm00001d002122	7.70971001	13.96379204	15.96414943
Zm00001d000749	0.587436239	0.610985171	0.21213004
Zm00001d002127	0.080552427	0.17284933	0.28282943
Zm00001d002128	21.96468391	36.33266017	46.84370354
Zm00001d002129	11.39260475	15.64019211	6.003266316
Zm00001d002130	0.449899317	0.678250344	0.162790716
Zm00001d002131	1.620876703	2.601865056	1.190597765
Zm00001d002136	1.783687484	1.445372779	2.967003907
Zm00001d002137	39.23500805	66.02738121	21.6757445
Zm00001d002139	0.26220553	0.248931208	0.501819171
Zm00001d002146	1.351971637	1.236408482	0.520945071
ENSRNA049472421	0.796442117	0.946949708	1.638211568
Zm00001d002174	0.956739555	0.62577551	1.763293089
Zm00001d002175	2.971447433	4.00180629	19.04907306
Zm00001d002191	9.42590289	13.30015755	4.759457082
Zm00001d002198	1.054074546	1.009232501	2.244567179
Zm00001d002199	0.429372856	0.607146282	1.273052619
Zm00001d002239	1.087512894	1.705329274	0.640649815
Zm00001d002252	18.1971343	33.40445619	4.685249238
Zm00001d002253	112.0508967	68.80461329	144.4725724
Zm00001d002260	60.87263117	66.65342203	198.81824
Zm00001d002262	1.428694334	3.027127721	1.85517578
Zm00001d002263	1.774539966	3.597659163	3.088734181
Zm00001d002276	159.4496493	48.77251518	16.58524376
Zm00001d002277	3.426513342	3.964264905	7.277153475
Zm00001d002278	0.080552427	0.430736426	0.593544655
Zm00001d002290	3.536015536	5.807745832	2.162446294
Zm00001d002320	0.132240922	0.35629791	0.19814041
Zm00001d002325	443.4504119	364.1559474	751.5131192
Zm00001d002326	68.36406101	178.6114394	113.4181368
Zm00001d002342	26.43546334	19.76860264	50.3500786
Zm00001d002346	3.28070431	4.781105993	1.32912631
Zm00001d002348	0.197584675	0.188278724	0.088948714
Zm00001d002353	2.696395377	4.219678747	0.855045892
Zm00001d002357	0.908901264	1.786315132	3.937590463
Zm00001d002360	2.143799708	4.763324909	4.136573426
Zm00001d002373	85.16262722	62.22830948	150.2949154
Zm00001d002374	0.260673901	0.536898856	0.956260804
Zm00001d002385	1.899778963	2.856126281	1.350037233
Zm00001d002395	421.1514333	269.5446553	587.2343488
Zm00001d002402	0.401274081	0.910682504	0.18786787
Zm00001d002408	0.073724798	0.049914053	0.205876688
Zm00001d002410	145.263962	123.792244	72.22787339
Zm00001d002415	0.27815889	0.460038741	0.587291303
Zm00001d002416	0.461321835	0.783695319	1.788883128
Zm00001d002422	7.295613818	12.08493451	4.083759671
Zm00001d002423	7.656578348	8.930237405	18.40346158
Zm00001d002432	8.18317726	5.119257565	2.307113021
Zm00001d002436	5.552977942	5.71639136	1.646094888
Zm00001d002439	1.686371651	0.728664269	0.234639059
Zm00001d002441	1.044971917	2.209312997	0.535717813
Zm00001d002444	0.693811127	1.670131724	1.581648851
Zm00001d002477	1.126267715	2.360120245	0.309357637
Zm00001d002480	0.800228274	0.939271929	0.434230522
Zm00001d002489	0.35339353	1.863314428	1.623136728
Zm00001d002490	2.440143383	4.323136651	1.430341222
Zm00001d002500	1.94172908	12.02825617	3.165718795
Zm00001d002512	4.353858207	7.306176281	2.553539417
Zm00001d002517	3.510171288	24.05305569	0.245486077
Zm00001d002519	0.468149464	1.358278669	0.585872121
Zm00001d002520	15.36829536	33.38372226	17.58201439
Zm00001d002534	28.33780054	29.05194732	10.17500251
Zm00001d002540	4.920088661	9.621421071	3.083023434
Zm00001d002541	0.421099432	1.321803011	0.590433915
Zm00001d002544	7.700693214	16.41223614	14.46457728
Zm00001d002545	1.723024453	1.374773153	4.206732362
ENSRNA049468588	0.734119364	0.395899567	1.016991903
Zm00001d002591	0.938531668	1.41865279	0.698174558
Zm00001d002594	0.226448608	1.428313077	0.138288038
Zm00001d002597	18.81553648	10.4810506	24.01784137
Zm00001d002610	3.793583918	3.49840933	1.66419717
Zm00001d002614	4.031540876	6.489139793	1.658967436
Zm00001d002618	11.24120992	8.292480027	5.4927727
Zm00001d002620	0.399019554	0.455699979	0.086380579
Zm00001d002632	2.75029614	1.908472173	1.2122918
Zm00001d000770	0.306299924	0.222198165	0.094659461
Zm00001d002654	344.2545608	315.9892937	714.0520468
Zm00001d002658	9.453109729	18.75621018	5.184770501
Zm00001d002662	101.414509	93.4946051	42.05164967
Zm00001d002669	0.222640664	0.660473187	0.332983738
Zm00001d002678	17.54658836	26.34543707	80.98084466
Zm00001d002687	9.676580911	22.07461382	22.82688578
Zm00001d002690	24.65310354	25.22472518	5.031471365
Zm00001d002693	3.207765142	7.223394823	3.860178415
Zm00001d002695	1.551023895	2.837862306	3.394794149
Zm00001d002700	0.338993588	0.471768427	0.999859661
Zm00001d002707	4.079422742	3.356910169	1.407957539
Zm00001d002708	3.642368636	4.375311575	8.080178887
Zm00001d002726	4.293023509	9.821273317	8.948421132
Zm00001d002733	17.24267237	8.620453113	13.94096845
Zm00001d002735	11.05129259	17.16362071	7.817641716
Zm00001d002737	166.8431851	102.1822933	207.314624
Zm00001d002739	35.57058	41.89554825	17.99104828
Zm00001d002758	1.85351719	1.862183992	5.193447097
Zm00001d002759	1.323744769	4.682838924	1.227094262
Zm00001d002762	5.603178381	17.9936565	6.940005658
Zm00001d002768	32.89138376	280.2788467	307.1923438
Zm00001d002774	3.117192419	2.27508248	0.908342812
Zm00001d002789	4.614404014	4.36657327	9.405941634
Zm00001d002796	0.512988543	0.411820342	1.201110812
Zm00001d002798	1.546471266	2.877816163	6.817251766
Zm00001d002806	4.910640068	1.292861386	1.029466737
Zm00001d002822	11.28988661	7.567376284	16.35962466
Zm00001d002825	0.484102823	0.348620132	3.096043024
Zm00001d002830	0.797208589	2.659591506	0.17218668
Zm00001d002833	1.563255145	2.98410472	0.904051246
Zm00001d002835	4.651647677	3.159523322	25.07459342
Zm00001d002837	0.798676172	4.904093561	1.991919302
Zm00001d002843	0.50611734	0.587943344	0.195572275
Zm00001d002860	15.5016348	16.18023458	5.877025677
Zm00001d002865	27.5803298	37.12506376	12.92911497
Zm00001d002867	0.338206643	0.818745196	0.357245908
Zm00001d002871	3.385630773	6.210123469	2.225836841
Zm00001d002874	4.427518958	1.751330601	2.143654365
Zm00001d002888	2.47664499	0.525734387	0.546805337
Zm00001d002899	1.578486921	0.74708048	0.071273867
Zm00001d002917	2.688759016	0.465221084	0.189861528
Zm00001d002928	0.541086003	0.40315131	0.136836986
Zm00001d002929	18.62580473	19.49901267	4.934211897
Zm00001d002952	0.270586576	1.334606278	1.089319109
Zm00001d002953	46.01363795	32.89897678	67.3720913
Zm00001d002960	11.71477089	13.7089218	1.117840974
Zm00001d002962	20.89978428	18.35884952	8.374753618
Zm00001d002964	10.53519722	9.411383192	3.941545908
Zm00001d002967	13.05844863	21.76871748	9.500517796
Zm00001d002989	0.300195193	0.407490072	1.048592637
Zm00001d002996	0.154277226	0.484489368	0.186750787
Zm00001d003006	3.72988073	2.375614984	19.44473737
Zm00001d003015	0.495481767	1.669640343	0.446977734
Zm00001d003025	2.811810161	2.926021507	0.512906696
Zm00001d003052	0.248506698	1.377047079	1.562522951
Zm00001d003058	3.355041757	10.70621403	21.36793138
Zm00001d003059	10.33400199	35.42808585	42.25009648
Zm00001d003062	21.55000867	25.34553876	12.46760931
Zm00001d003068	5.431941666	10.30270203	2.338381936
Zm00001d003085	0.132240922	0.668577002	0.375495233
Zm00001d003086	2.938667936	3.907029838	8.534495185
Zm00001d003099	0.54789316	1.010019228	3.583632059
Zm00001d003104	1.776771392	2.579470775	0.667961134
Zm00001d003107	7.684566873	9.548617428	3.911425947
Zm00001d003110	11.3391476	10.68923729	5.644048457
Zm00001d003112	3.512405343	16.57995998	7.960346657
Zm00001d003116	5.114458882	5.909561009	2.160482357
Zm00001d003118	1.931048618	1.220340034	0.720202564
Zm00001d003149	0.514520172	0.226676108	0.230379365
Zm00001d003168	0.130709293	0.065130428	0.091516849
Zm00001d003172	258.4885905	292.5809715	113.9003808
Zm00001d003174	2.388542036	5.204216931	8.605560416
Zm00001d003175	3.18489832	3.878218904	1.057414125
Zm00001d003184	5.443365498	1.113903804	0.530883642
Zm00001d003185	0.886930321	1.902920648	0.383440145
Zm00001d003186	0.240870338	0.576991894	0.549341601
Zm00001d003190	1.504740335	9.070240876	14.3430136
Zm00001d003212	0.214303192	0.33332992	0.59502758
Zm00001d003219	5.303534419	4.215257022	2.30227885
Zm00001d003228	11.11186847	8.653703462	4.293623674
Zm00001d003239	0.26750153	0.452074108	0.223217564
Zm00001d003247	0.490251128	17.50863266	23.13523349
Zm00001d003248	17.31214824	14.5925583	3.979097896
Zm00001d003271	1.011533568	5.159798185	0.689321199
Zm00001d003275	0.895246006	1.087670633	1.868529341
Zm00001d003277	9.370280987	10.06184389	4.519890387
Zm00001d003296	0.355669845	0.338373081	0.124298409
Zm00001d003297	0.335908541	0.192404468	0.627777268
Zm00001d003298	0.892139172	0.230514998	0.609225844
Zm00001d003301	0.484081036	1.317672703	0.664275916
Zm00001d003309	82.91435779	153.0481092	167.0016895
Zm00001d003311	29.19196658	22.44885032	142.2026892
Zm00001d003314	0.599623914	1.154922751	1.345590611
Zm00001d003321	0.642974938	0.169223459	0.157654445
Zm00001d003331	26.46795174	47.27846265	10.89994578
Zm00001d003349	257.3936352	59.8932194	39.66452675
Zm00001d003354	0.320699867	1.090218359	0.112334309
Zm00001d003358	4.614404014	4.633280998	0.646360562
Zm00001d003368	39.72336637	52.82914665	22.54762855
Zm00001d003379	0.867891916	12.29032523	2.501234244
Zm00001d003380	29.66696809	43.2488145	7.303015892
Zm00001d003390	3.682042438	2.662378359	1.288942443
Zm00001d003392	1.033527612	0.433657897	1.148994717
Zm00001d003398	4.944142463	10.83990929	12.34351523
Zm00001d003399	15.86095876	18.48297601	8.375745364
Zm00001d003405	3.216803724	16.6763014	0.216389735
Zm00001d003412	1.01457504	1.92204975	0.056167154
Zm00001d003414	5.258186369	2.555724548	1.091678609
Zm00001d003422	107.1693247	121.2986239	56.56679051
Zm00001d003432	2.208397461	1.96926384	1.067959044
Zm00001d003434	27.96636816	17.62182925	11.62918277
Zm00001d003446	52.73389427	15.83474894	5.774870445
Zm00001d003457	32.77098325	28.0332806	11.53478923
Zm00001d003468	95.99114841	177.5067549	86.71381874
Zm00001d003470	0.457470317	1.322437501	0.287089124
Zm00001d003471	4.675430852	5.761036178	1.943581888
Zm00001d003477	1.984992955	6.620804885	4.846318674
Zm00001d003492	1.289627097	1.810205104	0.637173232
Zm00001d003499	8.362701299	9.910553754	3.756999565
Zm00001d003505	2.138567755	1.849449997	5.422615916
Zm00001d003508	7.091134838	15.38125754	5.289674934
Zm00001d003512	1.166533692	1.212162382	0.520036624
Zm00001d003515	7.377760607	5.729472991	22.0355781
Zm00001d003520	3.206384707	4.615073878	1.805774863
Zm00001d003524	0.315360293	1.528780236	0.58584025
Zm00001d003533	47.11680313	66.52347934	22.27953198
Zm00001d003555	0.33356818	0.271473163	0.139405121
Zm00001d003584	1.417316705	6.207206561	4.100619534
Zm00001d003593	4.928277567	3.03174941	2.390017017
Zm00001d003598	2.558006149	2.513766638	0.698508529
Zm00001d003600	6.19472101	3.985372587	12.17638582
Zm00001d003603	1.756969144	1.56333024	0.41398754
Zm00001d003606	0.506862025	0.53369902	0.157079968
Zm00001d003607	0.683283175	1.331545625	0.320685667
Zm00001d003632	4.814243217	9.672317887	6.715179833
Zm00001d003645	11.6422034	19.37560371	0.967107822
Zm00001d003648	3.07320696	9.700489766	6.593690066
Zm00001d003659	103.2864764	135.7342034	57.27317082
Zm00001d003663	15.66219237	12.13732702	27.76335355
Zm00001d003666	0.186949102	0.065343446	0.180465563
Zm00001d003669	0.906582689	2.213643268	1.137447887
Zm00001d003677	157.4198333	161.4961397	317.1297948
Zm00001d003709	50.05555634	62.56363889	28.74418879
Zm00001d003743	1.078387164	2.253457943	1.237337082
Zm00001d003749	0.073724798	0.08077284	0.77640159
Zm00001d003754	0.167976058	0.126634985	0.835377386
Zm00001d003761	2.450009855	3.541689149	1.236398915
Zm00001d003762	13.19130746	18.49643139	5.935490739
Zm00001d003776	765.4616689	163.4952508	317.6468425
Zm00001d003779	34.15763245	36.72256842	17.31908967
Zm00001d003793	0.581330193	1.195589498	0.761471641
Zm00001d003800	12.56904718	4.52831435	2.472859421
Zm00001d003801	4.760450075	1.606996859	1.682237859
Zm00001d003809	0.205943934	0.344920424	0.109766173
Zm00001d003817	37.43581081	30.90131106	112.8523628
Zm00001d003823	0.716634375	1.522876511	0.924294228
Zm00001d003829	2.847522195	2.487168212	1.299246856
Zm00001d003830	0.801759904	2.909966114	3.138075657
Zm00001d003839	3.223826122	4.037503712	10.26467059
Zm00001d003840	6.089026761	6.927980034	2.286712831
Zm00001d003846	15.68278024	11.64302513	25.19125117
Zm00001d003848	0.176313529	0.314913709	0.854169316
Zm00001d003861	72.72842933	57.60900135	25.5656829
Zm00001d003869	102.5728155	29.05639844	9.588798569
Zm00001d003877	1.168021748	0.632675053	0.134268851
Zm00001d003889	2.859839278	4.30861162	10.21361429
Zm00001d003895	1.527412388	3.140820257	0.978227218
Zm00001d003924	68.82982522	74.98283772	34.81593402
Zm00001d003929	13.30286547	8.648108138	6.270949149
Zm00001d003941	4.229784403	10.55769769	8.714118195
Zm00001d003945	8.756063676	25.72876968	69.74723781
Zm00001d003949	0.173272057	0.460390941	0.200708545
Zm00001d003950	1.496510485	4.962476683	3.318445605
Zm00001d000847	0.300173406	0.367675397	1.204012918
Zm00001d003993	8.667334928	13.18197928	4.344529223
Zm00001d004006	5.874357132	10.36637137	4.884445138
Zm00001d004008	4.413732978	10.21752965	5.900506887
Zm00001d004009	104.5981172	66.72088253	139.5732531
Zm00001d004055	0.212771563	0.511509266	0.970490941
Zm00001d004073	0.408079923	1.009158664	0.218415265
Zm00001d004075	29.60816218	11.35698313	3.417637139
Zm00001d004087	0.487909453	0.365253798	0.224668617
Zm00001d004129	7.817660101	4.840958696	1.067656945
Zm00001d004130	18.29534864	13.25597344	2.757505746
Zm00001d004138	41.48905989	38.08187757	14.02467804
Zm00001d004197	1.160471221	0.76121871	0.471814382
Zm00001d004198	28.11064819	64.28879374	49.77719126
Zm00001d004230	30.37469723	13.67152023	0.985899752
Zm00001d004282	0.365517159	0.73370743	0.260592789
Zm00001d004305	0.823052837	3.156175814	0.86761634
Zm00001d004335	12.42915074	3.641656436	4.313387795
Zm00001d004357	18.16435085	27.01352662	49.81403836
Zm00001d004358	1.350506684	0.268625528	0.253190482
Zm00001d004362	0.488675925	0.425980119	0.858762981
Zm00001d004363	259.1454834	234.0511503	96.10453323
Zm00001d004366	3.401649494	3.094827421	0.901817081
Zm00001d004401	0.085870214	4.777045595	0.183608175
Zm00001d004412	0.900476644	0.218285439	0.59131049
Zm00001d004413	21.53086528	8.318890907	68.05734403
Zm00001d004415	0.426331384	0.667659584	0.097227596
Zm00001d004416	5.100935661	6.596193531	1.840277703
Zm00001d004417	1.586824392	2.871051238	1.085633891
Zm00001d004426	0.373898204	0.180600945	0.617504727
ENSRNA049464622	0.972778748	1.277931865	0.577320861
Zm00001d000892	0.066875382	0.272325235	0.101487291
Zm00001d004438	6.297452276	13.77126145	17.43475782
Zm00001d004442	5.504419381	14.66650543	9.395241659
Zm00001d004448	12.52352877	15.52011359	5.446180425
Zm00001d004481	4.181310362	8.297683916	3.467038055
Zm00001d004483	0.767557712	1.695799678	0.843081792
Zm00001d000904	1.058583601	1.77742459	0.802929797
Zm00001d004524	0.946912714	2.954324077	1.542707403
Zm00001d000907	1.155898119	1.178242941	0.553633167
Zm00001d004547	0.801016533	1.15769655	1.63108164
Zm00001d004564	13.40503632	18.26466903	30.8894477
Zm00001d000909	0.525112171	2.550468368	0.073842002
Zm00001d004649	3.296590994	3.049813421	8.425052817
Zm00001d004650	9.636054804	2.333165692	3.450814261
Zm00001d004697	0.175526585	0.065130428	0.079552749
Zm00001d004698	4.312848859	2.94528979	6.096079162
Zm00001d004703	0.336653226	0.448661255	0.220649429
Zm00001d004731	0.873976174	1.974380838	0.928553923
Zm00001d004758	0.368580418	1.058016117	0.572759067
Zm00001d004805	26.65606998	12.04494605	17.48769691
Zm00001d004818	3.061125591	5.301058219	2.140177782
Zm00001d004831	0.596560655	0.537398728	0.159105498
Zm00001d004848	21.82942723	25.92404404	9.077489969
Zm00001d004857	40.79195975	40.86969585	17.87753745
Zm00001d004867	0.761451667	0.627910255	0.335885844
Zm00001d004877	1.018361197	1.868009953	0.914323786
Zm00001d004897	0.842792353	2.295333526	0.420240892
Zm00001d004909	8.537186067	3.273150512	0.252313907
Zm00001d000943	0.549468363	0.215298622	0.73132196
Zm00001d004915	5.460346774	7.50719749	0.366641873
Zm00001d004918	1.422590917	1.198789333	0.545688255
Zm00001d004926	0.612535802	1.010436773	0.499793641
Zm00001d004929	4.590791192	4.660723005	1.596338294
Zm00001d004940	0.107928304	0.545780906	0.345281808
Zm00001d004957	4.925297512	3.748114211	0.745279718
Zm00001d004965	0.14589618	0.211811932	0.104055426
Zm00001d004972	0.400551183	1.658393547	0.455831094
Zm00001d004983	11.04595302	8.617014786	18.43056427
Zm00001d005001	0.982626062	3.514530069	1.619660145
Zm00001d005007	1.42559013	1.527354455	0.315308891
Zm00001d005008	0.125391506	0.084398711	0.451571399
Zm00001d005028	3.887856964	1.617030891	4.005021905
Zm00001d005029	0.286474574	0.72624267	0.369784485
Zm00001d005071	0.490185767	2.078400032	0.971274053
Zm00001d005076	2.01238799	5.597634117	0.509764083
Zm00001d005077	1.263083053	3.157606159	0.377729397
ENSRNA049479266	0.507692543	0.388434806	1.143586069
Zm00001d005146	0.148981226	1.263567562	4.293562082
Zm00001d005154	2.463711316	1.445738033	0.64321795
Zm00001d005161	3.491985188	8.300405424	1.190963607
Zm00001d005173	7.42238313	6.526745887	2.857122563
Zm00001d005178	12.63441535	5.729173082	8.593898415
Zm00001d005190	0.837495039	1.549252791	2.306715307
Zm00001d005195	10.27673427	15.94965424	7.788191848
Zm00001d005208	4.498138238	8.574287131	3.62907538
Zm00001d005230	217.3702406	651.6253368	1707.071603
Zm00001d005252	0.810821588	0.736555066	4.74982061
Zm00001d005293	6.268738224	9.905689647	18.64650486
Zm00001d005315	124.0191613	183.6269072	74.68628172
Zm00001d005317	3.362744793	3.654398922	0.726968802
ENSRNA049475996	0.630785948	0.479946079	1.562282444
ENSRNA049476010	0.166422641	0.111631628	0.571641985
ENSRNA049476008	0.344990698	0.31853958	0.963967361
Zm00001d005359	0.080552427	0.390995587	0.250079742
Zm00001d005375	0.327527496	0.464655867	0.104055426
Zm00001d005391	12.86368887	10.64377437	2.337409745
Zm00001d005392	0.099547259	0.49942738	0.146807428
Zm00001d005421	1.180168478	16.09929252	18.13293023
Zm00001d005437	1.843690349	3.408315348	4.493281032
Zm00001d005456	4.51881458	20.91696106	7.285527973
Zm00001d005457	0.424777968	1.464067353	0.346096792
Zm00001d005470	2.583085239	1.586658922	0.984752949
Zm00001d005495	3.941887135	3.105205162	10.94351492
Zm00001d005499	0.154277226	0.311713874	0.109766173
Zm00001d005504	5.189805087	2.514127328	6.549342121
Zm00001d005528	4.249650698	1.111130005	0.681408158
Zm00001d005535	16.70903059	26.29723172	46.82871199
Zm00001d005538	28.20103403	34.82678651	15.28056069
Zm00001d005544	0.365538946	0.905287143	0.716966488
Zm00001d005590	6.632810901	17.7850536	10.30718639
Zm00001d005594	25.26410902	22.58197643	3.319562687
Zm00001d005607	1.168766433	1.273101721	0.198714887
Zm00001d005609	25.20301628	31.75741332	13.89341846
Zm00001d005620	95.44258775	23.66224765	18.08943129
Zm00001d005654	0.967417387	2.072704761	1.20546397
Zm00001d005656	16.1472412	13.12358696	5.116432763
Zm00001d005663	2.359719049	5.451222485	1.526024302
Zm00001d005682	0.656608408	2.664786904	1.438892483
Zm00001d005684	7.221951752	11.4735233	5.375029743
Zm00001d005692	0.579863925	0.569387951	0.185059228
Zm00001d005698	6.32738507	11.39257668	3.556593118
Zm00001d005715	0.670285453	0.302971005	0.202400105
Zm00001d005735	2.068565067	1.626551997	0.812534397
Zm00001d005742	25.61161307	17.6822563	1.605702387
Zm00001d005743	0.788040599	1.727797392	0.633185916
Zm00001d005748	4.023267452	1.876826659	1.515668462
Zm00001d005750	0.978796331	0.910256468	0.408276792
Zm00001d005757	0.221152608	1.176247379	0.56704832
Zm00001d005764	1.323043658	4.4490372	2.827598787
Zm00001d005766	1.507717761	2.593687405	1.034936978
Zm00001d005772	5.527921953	5.946680285	2.424730643
Zm00001d005779	39.9426461	86.78124469	32.76314088
Zm00001d005785	7.632393823	11.03338341	5.510656182
Zm00001d005790	2.173408325	3.384069249	0.265729059
Zm00001d005793	4.592411285	133.1150963	453.6275789
Zm00001d005811	0.080552427	0.341720589	0.071273867
Zm00001d005816	0.41875907	0.943962891	0.782320972
Zm00001d005823	8.855868436	3.77286931	3.59007449
Zm00001d005843	0.975690812	2.566602162	0.280835772
Zm00001d005849	9.533575008	7.881337902	21.80885794
Zm00001d005859	10.86064185	3.440100045	0.295368007
Zm00001d005867	10.16138747	3.021597741	8.083583713
Zm00001d005875	2.096727889	3.019236924	0.784346502
Zm00001d005879	3.640879266	7.87625165	1.058020474
Zm00001d005884	3.697865075	7.138296276	3.412896431
Zm00001d005888	5.540089156	12.67285631	34.09158263
Zm00001d005892	17.74731555	21.18080418	10.1076268
ENSRNA049476380	0.139068551	0.544650471	0.273673971
Zm00001d005905	19.72845962	51.42880612	23.75226737
Zm00001d005908	1.126991927	1.858984157	0.825615579
Zm00001d005909	5.932045367	5.830505368	2.803702458
Zm00001d005920	2.950920972	6.757886884	8.27546862
Zm00001d005931	2.428147848	5.959696571	2.775084978
Zm00001d005934	0.223407136	0.299271297	0.964478095
Zm00001d005936	1.777558337	2.586370317	1.01010033
Zm00001d005939	0.145917967	0.261512967	0.385706181
Zm00001d005945	39.55156284	41.86907344	13.89739561
Zm00001d005957	0.541852475	0.268486346	0.565356761
Zm00001d005970	12.05820817	12.02303466	3.763346381
Zm00001d005989	0.110182832	0.103880013	0.259443835
Zm00001d006010	0.98181733	1.052181665	4.646965566
Zm00001d006016	54.75447117	62.99674133	18.34441989
Zm00001d006022	1.244043333	3.745410321	2.653782139
Zm00001d006026	7.123914335	4.109885883	10.5489851
Zm00001d006029	1.003152523	0.955340377	3.667329331
Zm00001d006036	388.2638708	208.6901259	610.1229473
Zm00001d006043	0.355626271	0.746076171	0.47583357
Zm00001d006044	0.41875907	0.883023552	0.480427235
Zm00001d000999	0.101078888	0.440057567	0.246603159
Zm00001d006057	84.61312184	68.84251866	31.43310397
Zm00001d006059	1.280502681	8.825992138	4.130498988
Zm00001d006060	0.169464113	0.429671335	0.157654445
Zm00001d006063	0.409676914	0.702422607	0.333860314
Zm00001d006066	1.15283486	1.921053932	0.777518672
Zm00001d006078	1.738781729	1.612318384	0.532000724
Zm00001d006082	0.445303114	0.721903908	1.765141855
Zm00001d006091	0.712061273	0.401947037	0.813651479
Zm00001d006098	7.961410689	5.453521885	3.476016751
Zm00001d006103	5.611623473	12.616208	9.055472128
Zm00001d001004	0.436178698	1.003250376	0.497768112
Zm00001d006117	0.276605473	0.384096045	0.586508191
Zm00001d006130	10.89720882	14.67352717	5.474376333
Zm00001d006169	15.96205418	15.29833297	5.72339042
Zm00001d006171	15.12863116	8.221332801	23.16917417
Zm00001d006180	0.126901349	0.622223476	0.549373473
Zm00001d006193	14.08387185	27.58890062	13.23125723
Zm00001d006214	2.469138038	3.751027192	1.705706753
Zm00001d006231	0.265225215	0.828492374	0.071273867
Zm00001d006247	3.940482284	5.518491585	2.08917877
Zm00001d006254	5.18509732	4.484308586	11.86324735
Zm00001d006256	3.674425236	6.30299125	1.56240778
Zm00001d006257	12.59844187	14.30872945	7.124814215
Zm00001d006306	4.438045596	6.13049412	10.94379531
Zm00001d006319	84.67149465	61.17263263	133.0471067
Zm00001d006327	1.96897292	0.680732725	0.610134292
Zm00001d006332	0.603388284	0.769974634	1.794446832
Zm00001d006340	0.275073843	0.533486002	0.938283858
Zm00001d006354	0.199116305	0.371866486	0.41229598
Zm00001d006360	0.804780903	1.611613984	1.974882675
Zm00001d006364	0.401252294	4.196693138	1.849946046
Zm00001d006374	0.804036218	1.65783682	2.252543962
Zm00001d006397	6.530460513	9.827781424	1.180835958
Zm00001d006435	5.831861044	6.073319834	2.927301054
Zm00001d006456	68.72520509	87.16498532	37.78343126
Zm00001d006466	0.853404825	1.282696663	2.894946929
Zm00001d006471	3.387844356	4.795244224	0.248294719
Zm00001d006476	2.671166407	1.495299886	7.896256298
Zm00001d006479	54.80756975	40.70305928	83.2937314
Zm00001d006489	2.464563622	3.123386809	1.437805121
Zm00001d006493	4.704825542	16.3708565	8.014941725
Zm00001d006494	2.681886499	8.800398021	79.93394926
Zm00001d006505	0.926472086	1.367938956	2.340343722
ENSRNA049466083	1.049479657	0.737333302	1.580833868
Zm00001d006521	0.403528609	1.776507172	0.253733088
Zm00001d006527	0.099547259	0.275312052	0.98381263
Zm00001d006533	279.7006445	141.5264603	342.2235632
Zm00001d006540	0.11477772	0.353450275	0.332743231
Zm00001d006549	3.475989569	7.623872279	3.597381182
Zm00001d006551	40.28112205	37.07968836	18.34925407
Zm00001d006581	0.528153643	2.812598844	1.23416475
Zm00001d006590	2.522205653	3.780251107	0.355794856
Zm00001d006591	28.70593735	25.00379663	11.19132432
Zm00001d006593	80.83450301	95.72751265	41.94715449
Zm00001d006601	80.19515909	83.37535094	30.84990792
Zm00001d006603	1.788918122	1.324359228	0.718208906
Zm00001d006608	5.357734942	5.039110725	11.32146311
Zm00001d006612	1.94251471	3.891022171	1.810972726
Zm00001d006623	71.44441583	79.63364167	30.25810548
Zm00001d006626	0.505352182	1.356283106	0.119162138
Zm00001d006632	2.637728058	0.740680809	0.731864565
Zm00001d006638	0.440008429	0.499214362	0.246603159
Zm00001d006646	1.484190773	1.894312397	0.885291188
Zm00001d006650	113.5305439	134.0171206	55.27623747
Zm00001d006663	9.24116737	6.449098409	1.116723891
Zm00001d006669	0.433157699	344.7802449	0.79797029
Zm00001d006672	0.373876417	0.261160767	0.088948714
Zm00001d006673	0.677901341	1.78055908	0.398880828
Zm00001d006683	4.000423731	5.349781054	2.382042385
Zm00001d006684	0.566165093	1.210092983	0.819998296
Zm00001d006685	0.257610642	0.948088635	0.361505603
Zm00001d006713	13.97198836	33.68050661	24.55148223
Zm00001d006732	0.085870214	0.425480246	0.415647227
