Gene Symbol	SPOT	Profile	6d-average	7d-average	8d-average
Zm00001d029475	1440	6	0	1.8	0.95
Zm00001d029488	1446	4	0	-0.76	0.84
Zm00001d029497	1450	3	0	-0.3	-1.32
Zm00001d029501	1453	3	0	-0.13	-5.24
Zm00001d029507	1456	6	0	6.02	7.14
Zm00001d029508	1457	0	0	-1.6	-5.87
Zm00001d029512	1459	2	0	-0.9	0.44
Zm00001d029523	1462	5	0	4.95	0
Zm00001d029525	1463	7	0	1.08	1.84
Zm00001d029526	1464	6	0	1.06	0.54
Zm00001d029531	1468	3	0	0.77	-8.32
Zm00001d029539	1470	2	0	-0.72	0.69
Zm00001d029542	1472	5	0	1.19	-0.75
Zm00001d029546	1475	6	0	5.11	5.95
Zm00001d029554	1479	6	0	6.34	6.38
Zm00001d029564	1486	3	0	0.36	-0.64
Zm00001d029566	1487	3	0	0.22	-1.19
Zm00001d029570	1490	3	0	0.07	-1.36
Zm00001d029573	1494	3	0	0.45	-8.52
Zm00001d029578	1497	0	0	-0.94	-2.21
Zm00001d029579	1498	6	0	0.91	1.1
Zm00001d029580	1499	3	0	0.05	-6.14
Zm00001d029583	1501	1	0	-1.72	-1.27
Zm00001d029594	1503	6	0	1.52	1.13
Zm00001d029599	1507	7	0	7.29	10.42
Zm00001d022763	1508	5	0	1.33	0.14
Zm00001d029601	1509	5	0	0.9	-0.85
Zm00001d029604	1511	5	0	5.05	0.87
Zm00001d029605	1512	2	0	-6.09	-1.55
Zm00001d029613	1516	7	0	2.31	3.88
Zm00001d029619	1518	5	0	1.24	0.01
Zm00001d029620	1519	5	0	2.22	-0.85
Zm00001d022765	1521	4	0	0	4.91
Zm00001d029626	1522	7	0	0.4	1.01
Zm00001d029629	1525	2	0	-5.77	-1.23
Zm00001d029630	1526	3	0	1.64	-2.22
Zm00001d029631	1527	0	0	-1.37	-2.87
Zm00001d029636	1530	2	0	-1.97	0.03
Zm00001d029637	1531	0	0	-0.58	-1.14
Zm00001d029638	1532	2	0	-5.77	0.14
Zm00001d029639	1533	3	0	-0.36	-1.72
Zm00001d029641	1535	2	0	-4.77	0.14
Zm00001d029643	1536	0	0	-0.96	-1.62
Zm00001d029644	1537	0	0	-1.25	-1.78
Zm00001d029648	1540	0	0	-0.8	-2.45
Zm00001d029651	1543	3	0	-0.13	-1.31
Zm00001d029667	1553	3	0	0.37	-1.22
Zm00001d029668	1554	3	0	0.31	-1.69
Zm00001d029676	1560	0	0	-0.91	-2.26
Zm00001d029679	1561	3	0	0.33	-5.69
Zm00001d029681	1563	5	0	1.97	-0.8
Zm00001d029683	1564	0	0	-0.68	-2.29
Zm00001d029693	1568	2	0	-4.36	0.19
Zm00001d029696	1569	6	0	5.51	3.91
Zm00001d029699	1571	4	0	0.05	3.01
Zm00001d029701	1572	3	0	1.43	-5.36
Zm00001d029702	1573	5	0	5.93	0
Zm00001d029703	1574	3	0	2.05	-7.3
Zm00001d029704	1575	5	0	1.61	-0.8
Zm00001d029705	1576	5	0	1.7	0.45
Zm00001d029706	1577	4	0	0	4.91
Zm00001d029707	1578	6	0	3.95	5.03
Zm00001d029708	1579	6	0	1.23	0.64
Zm00001d029715	1583	5	0	1.68	0.5
Zm00001d029717	1584	5	0	1.17	0.04
Zm00001d029718	1585	6	0	5.53	3.91
Zm00001d029722	1589	5	0	1.03	0.12
Zm00001d029734	1594	5	0	5.27	0
Zm00001d029736	1595	1	0	-2.62	-2.05
Zm00001d029738	1596	3	0	0.14	-1.11
Zm00001d029741	1598	3	0	0.3	-5.73
Zm00001d029743	1599	2	0	-3.77	1.37
Zm00001d029744	1600	3	0	0.15	-1.21
Zm00001d029747	1602	4	0	0.19	1.65
Zm00001d029749	1603	6	0	5.27	6.1
Zm00001d029752	1605	3	0	0.74	-1.23
Zm00001d029761	1612	3	0	0.49	-1.99
Zm00001d029763	1614	5	0	0.6	-0.49
Zm00001d029773	1619	3	0	1.47	-13.44
Zm00001d029775	1620	3	0	2.37	-7.03
Zm00001d029777	1621	3	0	-0.09	-1.77
Zm00001d029778	1622	5	0	1.32	0.03
Zm00001d029783	1624	3	0	0.36	-0.64
Zm00001d029784	1625	5	0	1.35	-0.39
Zm00001d029787	1627	5	0	6.33	0
Zm00001d029797	1628	2	0	-1.21	-0.07
Zm00001d029799	1629	5	0	4.93	0
Zm00001d029801	1630	5	0	1.19	0.19
Zm00001d029802	1631	3	0	0.42	-1.84
Zm00001d029803	1632	6	0	7.58	5.74
Zm00001d029816	1640	5	0	5.27	0
Zm00001d029823	1644	5	0	1.03	-0.41
Zm00001d029827	1646	3	0	-0.49	-5.66
Zm00001d029828	1647	2	0	-0.76	0.63
Zm00001d029829	1648	0	0	-1.24	-4.46
Zm00001d029835	1652	5	0	1.98	0.66
Zm00001d029838	1653	5	0	5.93	0
Zm00001d029839	1654	6	0	7.14	6.93
Zm00001d029840	1655	3	0	0.17	-5.36
Zm00001d029841	1656	1	0	-1.22	-1.3
Zm00001d029842	1657	7	0	0.9	2
Zm00001d029847	1659	3	0	-0.52	-3.24
Zm00001d029850	1662	2	0	-0.83	0.26
Zm00001d029851	1663	5	0	0.74	-0.33
Zm00001d022774	1664	6	0	3.93	5.36
Zm00001d029853	1666	3	0	0.66	-0.87
Zm00001d029858	1669	4	0	0	7.88
Zm00001d029859	1670	2	0	-5.09	0.45
Zm00001d029861	1672	4	0	0.27	1.5
Zm00001d029862	1673	3	0	0.5	-0.51
Zm00001d029865	1674	6	0	1.13	1.15
Zm00001d029869	1676	3	0	0.15	-1.31
Zm00001d029879	1680	7	0	0.51	1.89
Zm00001d029883	1681	2	0	-4.36	1.19
Zm00001d029884	1682	4	0	0.34	1.61
Zm00001d029892	1687	5	0	4.95	0
Zm00001d029895	1688	4	0	0	5.73
Zm00001d029896	1689	6	0	6.39	3.91
Zm00001d029901	1691	5	0	0.69	-0.41
Zm00001d029903	1692	3	0	-0.05	-1.04
Zm00001d029906	1693	3	0	-0.21	-4.3
Zm00001d029907	1694	5	0	3.69	0.19
Zm00001d029916	1697	3	0	-0.32	-5.24
Zm00001d029917	1698	3	0	0.77	-3.14
Zm00001d029920	1701	3	0	0.39	-1.3
Zm00001d029921	1702	6	0	6.52	3.91
Zm00001d029922	1703	5	0	4.12	1.77
Zm00001d029923	1704	2	0	-1.58	-0.47
Zm00001d029927	1706	3	0	1.29	-4.24
Zm00001d029932	1707	1	0	-1.68	-1.52
Zm00001d029937	1709	7	0	0.78	2.28
Zm00001d029940	1711	3	0	1.3	-2.36
Zm00001d022777	1712	4	0	0	5.14
Zm00001d029947	1714	2	0	-3.77	1.14
Zm00001d029950	1716	4	0	0	1.26
Zm00001d029955	1717	5	0	2.58	1.11
Zm00001d029963	1718	3	0	0.81	-1.12
Zm00001d022779	1719	3	0	0.28	-5.24
Zm00001d029966	1721	4	0	0.25	1.92
Zm00001d029981	1732	3	0	0.17	-3.77
Zm00001d029983	1733	6	0	3.41	1.81
Zm00001d029992	1737	6	0	3.85	2.05
Zm00001d029996	1738	3	0	0.5	-0.76
Zm00001d030002	1741	4	0	0	5.03
Zm00001d030007	1744	5	0	1.25	-0.68
Zm00001d030008	1745	2	0	-3.77	0.37
Zm00001d030009	1746	7	0	0.66	1.35
Zm00001d022783	1749	6	0	1.83	1.3
ENSRNA049471190	1753	1	0	-1.03	-0.7
ENSRNA049471198	1754	2	0	-3.42	-0.42
Zm00001d030024	1761	3	0	-1.01	-4.88
Zm00001d030032	1765	3	0	0.3	-0.87
Zm00001d030037	1767	5	0	1.6	-0.84
Zm00001d030038	1768	7	0	4.94	7.09
Zm00001d030043	1770	1	0	-5.3	-5.3
Zm00001d030055	1775	2	0	-4.24	-0.33
Zm00001d030068	1778	6	0	7.4	4.54
Zm00001d030069	1779	3	0	0.06	-0.95
Zm00001d030076	1781	1	0	-7.78	-7.78
Zm00001d030086	1785	4	0	0.29	2.26
Zm00001d030090	1787	0	0	-0.31	-1.06
Zm00001d030101	1792	3	0	0.21	-0.85
Zm00001d030103	1794	3	0	2.34	-3.36
Zm00001d030105	1795	6	0	1.49	1.54
Zm00001d030106	1796	5	0	1.13	0.47
Zm00001d030114	1800	3	0	0.22	-1.55
Zm00001d030121	1803	2	0	-4.24	-0.33
Zm00001d030124	1805	5	0	3.07	0.37
Zm00001d030127	1807	7	0	0.68	1.57
Zm00001d030130	1809	5	0	2.13	-1.18
Zm00001d030134	1813	6	0	6.89	4.91
Zm00001d030162	1826	3	0	-0.43	-4.36
Zm00001d030165	1829	5	0	6.51	-4.77
Zm00001d030169	1832	6	0	3.93	5.14
Zm00001d030171	1833	3	0	0.65	-5.94
Zm00001d030172	1834	6	0	4.45	3.03
Zm00001d030174	1836	3	0	1.29	-6.14
Zm00001d030176	1837	6	0	4.95	4.14
Zm00001d030180	1839	5	0	1.16	-0.92
Zm00001d030191	1843	6	0	6.58	7.29
Zm00001d030198	1845	2	0	-1.29	0.09
Zm00001d030212	1847	6	0	5.53	4.91
Zm00001d030213	1848	5	0	7.15	0
Zm00001d030214	1849	7	0	0.68	1.88
Zm00001d030220	1851	3	0	-0.46	-3.71
Zm00001d030222	1852	5	0	1.67	0.27
Zm00001d030230	1854	3	0	0.1	-1.13
Zm00001d022791	1855	3	0	0.56	-6.42
Zm00001d030232	1857	0	0	-3.14	-8.06
Zm00001d030234	1858	5	0	1.49	0.14
Zm00001d030235	1859	6	0	2.66	2.45
Zm00001d030236	1860	3	0	2.59	-3.25
Zm00001d030248	1862	3	0	-0.91	-3.88
Zm00001d030250	1863	3	0	0.56	-1.67
Zm00001d030253	1864	3	0	0.68	-1.76
Zm00001d030261	1866	2	0	-1.55	-0.2
Zm00001d030264	1867	6	0	1.33	1.07
Zm00001d030267	1869	4	0	-0.35	2.55
Zm00001d030274	1870	7	0	1.61	2.45
Zm00001d030276	1871	6	0	3.95	5.14
Zm00001d022795	1873	7	0	0.9	1.37
Zm00001d030280	1874	3	0	1.15	-3.77
Zm00001d030285	1876	5	0	0.54	-0.5
Zm00001d030289	1877	3	0	0.72	-6.68
Zm00001d030290	1879	0	0	-0.57	-1
Zm00001d030295	1880	6	0	1.16	0.77
Zm00001d030304	1886	3	0	0.16	-1.67
Zm00001d030305	1887	3	0	0.79	-1.95
Zm00001d030314	1890	3	0	3.06	-3.14
Zm00001d030316	1891	5	0	6.77	-1.39
Zm00001d030317	1892	5	0	6.75	0
Zm00001d030323	1893	0	0	-0.64	-2.32
Zm00001d030328	1894	7	0	1.72	2.85
Zm00001d030338	1896	5	0	7.99	0
Zm00001d030339	1897	7	0	6.69	9.92
Zm00001d030341	1899	6	0	3.93	4.54
Zm00001d030343	1901	5	0	5.93	0
Zm00001d030345	1902	6	0	6.33	3.91
Zm00001d030346	1903	7	0	0.86	1.83
Zm00001d030347	1904	1	0	-1.39	-1.37
Zm00001d030358	1906	3	0	-0.46	-1.8
Zm00001d030361	1907	7	0	3.95	8.14
Zm00001d030362	1908	1	0	-4.77	-4.77
Zm00001d030363	1909	1	0	-2.8	-2.11
Zm00001d030364	1910	5	0	1.52	0.39
Zm00001d030368	1912	4	0	0	4.91
Zm00001d030372	1914	0	0	-1.37	-4.03
Zm00001d030380	1917	4	0	-0.3	1.09
Zm00001d030382	1919	6	0	5.11	3.91
Zm00001d030388	1921	4	0	0	9.67
Zm00001d030391	1922	4	0	0	6.84
Zm00001d022804	1923	4	0	0.59	4
Zm00001d030395	1924	4	0	0	4.91
Zm00001d030399	1927	7	0	3.95	5.54
Zm00001d030407	1928	5	0	1.49	0.14
Zm00001d030412	1931	5	0	1.27	0.61
Zm00001d030419	1932	7	0	3.93	6.33
Zm00001d030420	1933	6	0	3.95	3.91
Zm00001d030426	1936	5	0	5.27	0
Zm00001d030429	1937	6	0	3.95	4.91
Zm00001d022807	1938	1	0	-5.24	-5.24
Zm00001d022810	1942	5	0	1.8	-0.23
Zm00001d030494	1944	5	0	10.1	0
Zm00001d030506	1948	3	0	0.24	-1.43
Zm00001d030516	1951	4	0	-0.09	2.42
Zm00001d030530	1957	3	0	-0.27	-1.03
Zm00001d030532	1958	4	0	0.49	2.37
Zm00001d030542	1961	4	0	-0.32	6.28
Zm00001d030544	1962	5	0	2.4	0.39
Zm00001d030548	1963	3	0	0.93	-5.87
Zm00001d030550	1965	4	0	0.25	1.16
Zm00001d022817	1967	2	0	-7.45	-2.9
Zm00001d030556	1969	7	0	1.57	4.22
Zm00001d030574	1975	2	0	-6.3	-2.16
Zm00001d030577	1976	7	0	4.95	7.11
Zm00001d022818	1980	5	0	1.24	-0.48
Zm00001d030587	1982	3	0	0.22	-0.99
Zm00001d030601	1986	4	0	-0.68	0.72
Zm00001d030621	1994	5	0	5.27	0
Zm00001d022822	2003	2	0	-1.4	-0.26
Zm00001d022824	2008	3	0	0	-3.15
Zm00001d030674	2013	4	0	-0.43	1.22
Zm00001d030678	2017	6	0	1.99	1.58
Zm00001d022827	2019	6	0	5.94	4.14
Zm00001d030685	2020	3	0	0.17	-3.77
Zm00001d022830	2024	4	0	-0.51	0.73
Zm00001d030694	2025	2	0	-0.74	0.35
Zm00001d030697	2026	6	0	6.33	4.54
Zm00001d030698	2027	6	0	1.1	0.76
Zm00001d022831	2028	2	0	-4.36	1.19
Zm00001d022832	2029	6	0	3.22	2.18
Zm00001d030707	2031	0	0	-1.33	-4.88
Zm00001d030712	2032	5	0	8.65	-2.39
Zm00001d030713	2033	5	0	9.12	0
Zm00001d030720	2034	0	0	-1.44	-4.69
Zm00001d030724	2035	5	0	4.95	0
ENSRNA049459930	2039	7	0	0.78	1.57
Zm00001d030727	2041	6	0	6.58	5.74
Zm00001d022834	2043	3	0	-0.65	-3.77
Zm00001d030733	2044	3	0	-0.15	-1.25
Zm00001d030736	2045	6	0	2.17	1.65
Zm00001d030737	2046	4	0	-0.47	0.83
Zm00001d030741	2048	6	0	2.54	1.28
Zm00001d030744	2050	7	0	0.65	1.05
Zm00001d022835	2051	6	0	6.8	3.91
Zm00001d030751	2054	0	0	-0.4	-1.18
Zm00001d030755	2055	6	0	2.37	1.38
Zm00001d030756	2056	1	0	-0.98	-1.18
Zm00001d030759	2057	3	0	0.32	-0.84
Zm00001d030762	2060	5	0	5.27	0
Zm00001d030765	2061	3	0	-0.14	-1.87
Zm00001d030767	2063	5	0	1.19	0.4
Zm00001d030772	2065	5	0	0.68	-0.57
Zm00001d030773	2066	3	0	0.27	-1.3
Zm00001d030786	2073	3	0	-0.1	-1.4
Zm00001d030791	2076	5	0	2.31	-0.66
Zm00001d030795	2077	4	0	0.18	1.93
Zm00001d030801	2079	2	0	-1.04	-0.41
Zm00001d030803	2080	5	0	4.95	0
Zm00001d030809	2083	3	0	0.17	-4.77
Zm00001d030813	2085	3	0	0.76	-4.36
Zm00001d030830	2086	3	0	-0.02	-2.19
Zm00001d030832	2087	5	0	0.62	-0.44
Zm00001d030834	2089	4	0	0	7.34
Zm00001d030843	2092	7	0	0.47	1.11
Zm00001d030845	2093	6	0	3.42	2.49
Zm00001d022844	2094	6	0	1.91	1.68
Zm00001d030851	2098	6	0	1.64	0.89
Zm00001d030855	2100	7	0	6.33	13.08
Zm00001d030856	2101	3	0	0.49	-1.44
Zm00001d030861	2105	5	0	5.11	0
Zm00001d030862	2106	3	0	-0.54	-3.58
Zm00001d030864	2108	6	0	2.7	1.38
Zm00001d030877	2112	5	0	4.94	0
Zm00001d030891	2114	3	0	0.45	-1.24
Zm00001d030897	2119	3	0	-1.43	-5.36
Zm00001d030902	2122	6	0	1.6	0.92
Zm00001d030907	2123	3	0	0.98	-1.72
Zm00001d030908	2124	5	0	1.9	-0.33
Zm00001d030911	2127	6	0	1.05	1.05
Zm00001d030915	2129	3	0	0.53	-0.86
Zm00001d022851	2131	3	0	0.77	-1.1
Zm00001d030923	2133	1	0	-5.9	-5.9
Zm00001d030927	2134	7	0	0.99	1.7
Zm00001d030932	2135	5	0	2.24	0.78
Zm00001d030933	2136	5	0	1.04	-0.02
Zm00001d030936	2139	5	0	5.27	0
Zm00001d030938	2141	2	0	-6.83	-2.92
Zm00001d030941	2144	4	0	-1.37	1.66
Zm00001d030945	2147	5	0	1.01	0.36
Zm00001d030950	2149	2	0	-1.43	1.02
Zm00001d022855	2154	7	0	3.93	6.77
Zm00001d030971	2162	1	0	-1.07	-0.92
Zm00001d030972	2163	1	0	-4.77	-4.77
Zm00001d030973	2164	6	0	4.95	3.91
Zm00001d030976	2165	6	0	3.15	2.06
Zm00001d030980	2166	3	0	0.5	-2.59
Zm00001d030984	2169	2	0	-1.18	0.71
Zm00001d030987	2172	5	0	0.79	-0.34
Zm00001d022857	2176	3	0	0.55	-2.01
Zm00001d022858	2178	1	0	-4.77	-4.77
Zm00001d031000	2183	1	0	-5.3	-5.3
Zm00001d031013	2188	6	0	1.27	0.72
Zm00001d031023	2194	5	0	0.8	-0.27
Zm00001d031026	2196	4	0	0.09	1.2
Zm00001d031033	2200	6	0	1.04	0.66
Zm00001d022861	2201	6	0	2.86	2.52
Zm00001d022862	2202	2	0	-3.77	0.14
Zm00001d031044	2205	3	0	0.3	-8.02
Zm00001d031045	2206	3	0	-0.43	-4.36
Zm00001d031047	2207	6	0	6.63	4.14
Zm00001d031051	2210	1	0	-5.24	-5.24
Zm00001d031053	2211	0	0	-2.32	-6.24
Zm00001d031060	2214	4	0	0.1	1.15
Zm00001d031061	2215	2	0	-1.23	-0.49
Zm00001d031068	2220	3	0	0.48	-1.3
Zm00001d031070	2221	3	0	-0.32	-1.21
Zm00001d031078	2227	2	0	-4.36	1.19
Zm00001d031091	2233	0	0	-0.91	-1.95
Zm00001d031094	2236	3	0	1.86	-3.17
Zm00001d031100	2239	6	0	4.93	5.58
Zm00001d031109	2242	6	0	6.75	8.96
Zm00001d031114	2243	7	0	3.95	6.95
Zm00001d031129	2250	5	0	1.78	0.14
Zm00001d031131	2252	3	0	0.55	-2.28
Zm00001d022864	2258	7	0	0.61	1.43
Zm00001d031146	2259	3	0	-0.14	-1.52
Zm00001d031148	2260	2	0	-0.72	0.3
Zm00001d031157	2262	6	0	3.93	5.26
Zm00001d031158	2263	3	0	3.87	-8.23
Zm00001d022865	2265	6	0	1.74	1.61
Zm00001d031161	2266	0	0	-1.89	-3.68
Zm00001d031164	2268	5	0	2	-0.81
Zm00001d031175	2270	0	0	-0.84	-1.39
Zm00001d031177	2271	5	0	5.27	0
Zm00001d031180	2274	4	0	0	6.56
Zm00001d031182	2275	6	0	9.08	7.56
Zm00001d031187	2279	3	0	0.6	-2.01
ENSRNA049469650	2280	5	0	5.51	0
Zm00001d022868	2281	6	0	5.52	5.26
Zm00001d031189	2282	5	0	1.31	-0.89
Zm00001d031191	2283	4	0	-1.41	4.47
Zm00001d031192	2284	2	0	-5.24	3.31
Zm00001d031194	2285	0	0	-0.86	-2.52
Zm00001d031196	2286	6	0	8.02	5.03
Zm00001d031197	2287	5	0	6.7	0
Zm00001d031201	2289	6	0	3.86	2.55
Zm00001d031202	2290	7	0	3.93	6.68
Zm00001d031203	2291	7	0	1.02	1.7
Zm00001d031204	2292	3	0	-0.37	-1.77
Zm00001d031208	2294	5	0	5.51	0
Zm00001d031220	2301	3	0	0.03	-2.74
Zm00001d031221	2302	5	0	1.38	0.23
Zm00001d031225	2305	1	0	-5.24	-5.24
Zm00001d031228	2307	5	0	5.27	0
Zm00001d031229	2308	6	0	1.52	1.67
Zm00001d031233	2312	3	0	0.77	-3.78
Zm00001d022869	2313	6	0	1.32	1.47
Zm00001d022870	2316	3	0	-0.3	-4.24
Zm00001d031241	2317	2	0	-8.53	0.04
Zm00001d031244	2318	2	0	-0.83	0.26
Zm00001d031249	2320	5	0	1.56	0.7
Zm00001d031251	2322	6	0	4.27	4.14
Zm00001d031257	2326	6	0	2.99	3.3
Zm00001d031261	2330	5	0	0.86	-0.42
Zm00001d031263	2331	5	0	5.11	0
Zm00001d022872	2336	6	0	4.27	3.91
Zm00001d031275	2342	5	0	5.37	2.38
Zm00001d031278	2343	3	0	0	-1.57
Zm00001d031283	2347	3	0	0.34	-4.77
Zm00001d022873	2348	6	0	1	0.88
Zm00001d031286	2349	3	0	0.33	-4.77
Zm00001d031287	2350	2	0	-2.41	0.2
Zm00001d031292	2354	4	0	0.13	3.87
Zm00001d031296	2355	0	0	-0.85	-2.53
Zm00001d031300	2356	3	0	0.6	-1.78
Zm00001d031303	2357	3	0	0.42	-3.14
Zm00001d031311	2361	3	0	0.04	-1.32
Zm00001d031312	2362	3	0	1.16	-2.71
Zm00001d031314	2363	6	0	3.25	1.97
Zm00001d031316	2365	5	0	1.26	0.22
Zm00001d031325	2370	5	0	1.69	0.36
Zm00001d031329	2374	3	0	0.05	-1.23
Zm00001d031333	2377	6	0	4.27	3.91
Zm00001d031334	2378	0	0	-1	-1.4
Zm00001d031340	2380	4	0	0.17	2.26
Zm00001d031341	2381	4	0	0.17	1.95
Zm00001d031345	2383	4	0	0	5.14
Zm00001d031348	2384	1	0	-5.53	-5.53
Zm00001d031349	2385	7	0	8.97	13.86
Zm00001d031352	2386	4	0	0	6.25
Zm00001d031362	2387	1	0	-2.61	-1.62
Zm00001d031369	2388	5	0	1.02	-0.45
Zm00001d031373	2390	5	0	1.44	0.45
Zm00001d031379	2391	2	0	-4.77	1.49
Zm00001d031381	2392	2	0	-1.34	0.07
Zm00001d031384	2393	1	0	-1.3	-1.48
Zm00001d031391	2394	5	0	5.27	0
Zm00001d031392	2395	2	0	-6.45	-1.9
Zm00001d031395	2397	5	0	1.01	-0.26
Zm00001d031398	2398	7	0	0.37	1.11
Zm00001d031405	2399	4	0	0	5.14
Zm00001d031407	2400	3	0	2.34	-3.77
Zm00001d031412	2401	6	0	3.33	3.53
Zm00001d031416	2403	5	0	1.23	0.54
Zm00001d031424	2410	0	0	-2.25	-7.77
Zm00001d031426	2411	6	0	7.03	5.54
Zm00001d031428	2412	3	0	-0.6	-3.36
ENSRNA049465132	2416	6	0	2.34	1.44
Zm00001d031432	2417	2	0	-4.24	0.3
Zm00001d031437	2420	3	0	0.3	-0.71
Zm00001d022881	2422	7	0	0.72	1
Zm00001d031447	2427	7	0	0.72	1.23
Zm00001d031449	2428	3	0	0.08	-6.61
Zm00001d031451	2430	7	0	0.42	1.55
Zm00001d022884	2432	6	0	6.32	6.31
Zm00001d031460	2436	0	0	-3.4	-9.03
Zm00001d031463	2437	4	0	0	5.95
Zm00001d031465	2439	3	0	0.13	-1.14
Zm00001d031475	2443	3	0	-0.12	-1.44
Zm00001d031479	2445	4	0	0.11	1.15
Zm00001d031484	2448	4	0	-0.76	1.57
Zm00001d031485	2449	3	0	0.37	-0.66
Zm00001d031494	2454	5	0	2.4	0.9
Zm00001d031496	2455	4	0	-0.54	1.3
Zm00001d031499	2457	3	0	-0.37	-3
Zm00001d031500	2458	0	0	-1.75	-2.54
Zm00001d031501	2459	1	0	-1.75	-2.27
Zm00001d031509	2462	2	0	-1.89	-0.58
Zm00001d031510	2463	5	0	6.25	0
Zm00001d031514	2464	1	0	-2.15	-2.23
Zm00001d031517	2465	4	0	-0.83	2.16
Zm00001d031519	2467	3	0	0.17	-0.97
Zm00001d031522	2469	4	0	-0.11	1.08
Zm00001d031543	2486	5	0	0.61	-0.47
Zm00001d031544	2487	3	0	-0.68	-5.94
Zm00001d031546	2489	2	0	-1.05	0.35
Zm00001d031550	2491	1	0	-3.31	-3.32
Zm00001d031553	2492	3	0	2.63	-3.77
Zm00001d031557	2496	2	0	-3.77	1.37
Zm00001d031558	2497	0	0	-0.63	-1.32
Zm00001d031571	2503	0	0	-1.86	-3.18
Zm00001d031575	2505	2	0	-4.36	0.19
Zm00001d031584	2509	3	0	2.28	-4.24
Zm00001d031588	2512	1	0	-1.02	-1.18
Zm00001d031600	2517	3	0	0.31	-2.38
Zm00001d031601	2518	5	0	1.89	0.02
Zm00001d031602	2519	3	0	-0.23	-1.75
Zm00001d031607	2520	5	0	5.85	0
Zm00001d031614	2522	3	0	0.57	-1.86
Zm00001d031620	2526	6	0	4.75	4.22
Zm00001d031625	2528	5	0	1.57	0.41
Zm00001d031632	2530	7	0	1.26	2.01
Zm00001d031633	2531	0	0	-0.91	-2.21
Zm00001d031634	2532	3	0	-0.18	-1.14
Zm00001d031636	2534	5	0	1.15	0.49
Zm00001d031638	2536	5	0	2.38	0.14
Zm00001d031639	2537	7	0	0.82	1.39
Zm00001d031640	2538	2	0	-0.79	0.26
Zm00001d031647	2542	6	0	1.1	0.71
Zm00001d031653	2545	3	0	0.02	-2.02
Zm00001d031655	2546	2	0	-1.35	1.08
Zm00001d031657	2547	5	0	0.93	-0.27
Zm00001d031661	2550	4	0	0	5.5
Zm00001d031665	2552	4	0	-0.24	1.49
Zm00001d031668	2555	3	0	-0.04	-1.08
Zm00001d031672	2559	5	0	4.95	0
Zm00001d031673	2560	6	0	2.85	1.86
Zm00001d031677	2563	3	0	0.62	-0.9
Zm00001d031682	2565	3	0	-1.25	-6.17
Zm00001d031683	2566	2	0	-3.77	1.37
Zm00001d031693	2573	0	0	-0.48	-1.04
Zm00001d031696	2575	7	0	0.86	1.39
Zm00001d031697	2576	3	0	-0.34	-1.96
Zm00001d031701	2578	2	0	-0.92	0.45
Zm00001d031704	2580	6	0	7.89	6.86
Zm00001d031706	2582	6	0	1.59	1.59
Zm00001d031708	2584	3	0	0.33	-6.06
Zm00001d031709	2585	3	0	0.68	-4.24
Zm00001d031711	2586	3	0	0.83	-5.09
Zm00001d031715	2588	3	0	-0.09	-5.36
Zm00001d031719	2589	6	0	3.93	4.14
Zm00001d031726	2594	3	0	-0.04	-1.45
Zm00001d031728	2596	3	0	-0.61	-3.07
Zm00001d031730	2598	4	0	0.19	1.1
Zm00001d022891	2600	3	0	0.44	-1.01
Zm00001d031733	2601	5	0	0.59	-0.47
Zm00001d031734	2602	5	0	1.04	-0.3
Zm00001d031736	2603	5	0	1.85	0.74
Zm00001d031737	2604	6	0	2.49	2.19
Zm00001d031738	2605	3	0	0.41	-0.65
Zm00001d031739	2606	5	0	1.27	-0.74
Zm00001d031745	2609	3	0	0.71	-2.32
Zm00001d031749	2611	5	0	1.1	-0.84
Zm00001d031759	2614	6	0	1.66	1.97
Zm00001d031760	2615	3	0	3.84	-4.24
Zm00001d031769	2618	7	0	1.25	2.43
Zm00001d031771	2619	4	0	0	6.33
Zm00001d031772	2620	1	0	-5.24	-5.24
Zm00001d031778	2624	1	0	-2.43	-1.81
Zm00001d031779	2625	4	0	0.33	2.97
Zm00001d031785	2629	4	0	0	7.22
Zm00001d031789	2630	3	0	0.22	-2.67
Zm00001d031792	2632	5	0	1.1	-0.27
Zm00001d031794	2634	6	0	7.46	8.08
Zm00001d031795	2635	1	0	-5.69	-5.69
Zm00001d031796	2636	3	0	0.21	-1.37
Zm00001d031797	2637	3	0	0.03	-2.13
Zm00001d031798	2638	3	0	-0.65	-6.4
Zm00001d031800	2640	3	0	-0.29	-1.51
Zm00001d031801	2641	3	0	0.67	-1.06
Zm00001d031808	2646	5	0	1.17	-1.16
Zm00001d031811	2648	3	0	0.09	-0.98
Zm00001d031814	2649	5	0	5.93	0
Zm00001d031818	2652	4	0	-0.01	1.23
Zm00001d031820	2654	7	0	0.51	1.02
Zm00001d031821	2655	5	0	5.53	0
Zm00001d031822	2656	1	0	-1.25	-1.67
Zm00001d031826	2659	3	0	-0.28	-1.21
Zm00001d031837	2663	3	0	0.7	-1.57
Zm00001d031840	2664	4	0	0	5.14
Zm00001d031843	2665	0	0	-2	-5.94
Zm00001d031845	2667	1	0	-4.77	-4.77
Zm00001d031848	2669	2	0	-5.36	-1.22
Zm00001d031850	2671	3	0	0.92	-1.54
Zm00001d031853	2674	5	0	1.24	0.49
Zm00001d031855	2676	6	0	1.38	1.21
Zm00001d031861	2680	1	0	-1.79	-2.05
